101,27,1,10020
102,27,1,10080
104,27,1,10140
105,27,1,10200
108,28,1,10260
109,29,1,10320
111,30,1,10380
114,30,1,10440
115,31,1,10500
117,31,1,10560
120,31,1,10620
121,31,1,10680
123,31,1,10740
124,31,1,10800
128,31,1,10860
129,31,1,10920
130,31,1,10980
134,32,1,11040
135,34,1,11100
137,34,1,11160
138,34,1,11220
142,34,1,11280
143,34,1,11340
145,34,1,11400
149,34,1,11460
150,34,1,11520
151,37,1,11580
155,38,1,11640
157,38,1,11700
158,40,1,11760
160,41,1,11820
164,41,1,11880
165,41,1,11940
167,43,1,12000
171,46,1,12060
172,47,1,12120
174,48,1,12180
175,50,1,12240
180,52,1,12300
181,55,1,12360
183,56,1,12420
187,58,1,12480
189,59,1,12540
190,61,1,12600
195,63,1,12660
196,66,1,12720
198,69,1,12780
199,70,1,12840
204,72,1,12900
206,76,1,12960
207,79,1,13020
212,81,1,13080
214,82,1,13140
215,84,1,13200
217,86,1,13260
222,90,1,13320
223,93,1,13380
225,95,1,13440
230,97,1,13500
232,100,1,13560
233,101,1,13620
238,103,1,13680
240,105,1,13740
242,107,1,13800
243,114,1,13860
249,116,1,13920
250,120,1,13980
252,122,1,14040
257,126,1,14100
259,129,1,14160
261,134,1,14220
262,140,1,14280
268,146,1,14340
270,152,1,14400
271,157,1,14460
277,160,1,14520
279,168,1,14580
280,174,1,14640
286,183,1,14700
288,191,1,14760
290,198,1,14820
291,209,1,14880
297,222,1,14940
299,236,1,15000
301,241,1,15060
307,251,1,15120
309,266,1,15180
310,278,1,15240
312,288,1,15300
318,295,1,15360
320,304,1,15420
322,318,1,15480
328,328,1,15540
330,339,1,15600
332,356,1,15660
338,360,1,15720
340,374,1,15780
342,390,1,15840
344,400,1,15900
350,420,1,15960
352,429,1,16020
354,436,1,16080
360,453,1,16140
362,466,1,16200
364,478,1,16260
366,492,1,16320
373,512,1,16380
375,532,1,16440
377,547,1,16500
383,563,1,16560
385,583,1,16620
387,592,1,16680
394,613,1,16740
396,627,1,16800
398,647,1,16860
400,664,1,16920
407,687,1,16980
409,707,1,17040
411,730,1,17100
418,747,1,17160
420,769,1,17220
422,793,1,17280
424,816,1,17340
431,845,1,17400
433,859,1,17460
435,885,1,17520
442,909,1,17580
445,927,1,17640
447,949,1,17700
454,981,1,17760
456,1006,1,17820
458,1035,1,17880
460,1079,1,17940
468,1115,1,18000
470,1140,1,18060
472,1173,1,18120
480,1196,1,18180
482,1231,1,18240
484,1266,1,18300
486,1305,1,18360
494,1335,1,18420
496,1369,1,18480
498,1407,1,18540
506,1440,1,18600
508,1473,1,18660
510,1510,1,18720
518,1550,1,18780
520,1581,1,18840
523,1616,1,18900
525,1652,1,18960
533,1688,1,19020
535,1731,1,19080
537,1761,1,19140
545,1811,1,19200
548,1858,1,19260
550,1894,1,19320
552,1923,1,19380
561,1965,1,19440
563,2026,1,19500
565,2067,1,19560
573,2113,1,19620
576,2161,1,19680
578,2209,1,19740
587,2253,1,19800
589,2298,1,19860
591,2353,1,19920
594,2401,1,19980
