162,47,10020,18020
162,76,10080,18080
162,109,10140,18140
162,148,10200,18200
165,180,10260,18260
165,217,10320,18320
165,256,10380,18380
168,282,10440,18440
168,329,10500,18500
168,361,10560,18560
172,394,10620,18620
172,431,10680,18680
172,469,10740,18740
172,502,10800,18800
175,533,10860,18860
175,568,10920,18920
175,606,10980,18980
178,653,11040,19040
178,686,11100,19100
178,732,11160,19160
178,777,11220,19220
181,820,11280,19280
181,856,11340,19340
181,888,11400,19400
185,928,11460,19460
185,970,11520,19520
185,1010,11580,19580
188,1048,11640,19640
188,1090,11700,19700
188,1134,11760,19760
188,1181,11820,19820
191,1234,11880,19880
191,1282,11940,19940
191,1320,12000,20000
194,1365,12060,20060
194,1413,12120,20120
194,1458,12180,20180
194,1500,12240,20240
198,1545,12300,20300
198,1590,12360,20360
198,1640,12420,20420
201,1697,12480,20480
201,1742,12540,20540
201,1784,12600,20600
204,1829,12660,20660
204,1884,12720,20720
204,1927,12780,20780
204,1972,12840,20840
207,2021,12900,20900
207,2075,12960,20960
207,2132,13020,21020
211,2187,13080,21080
211,2240,13140,21140
211,2292,13200,21200
211,2341,13260,21260
214,2388,13320,21320
214,2434,13380,21380
214,2485,13440,21440
217,2546,13500,21500
217,2598,13560,21560
217,2638,13620,21620
220,2682,13680,21680
220,2727,13740,21740
220,2796,13800,21800
220,2842,13860,21860
224,2899,13920,21920
224,2944,13980,21980
224,2993,14040,22040
227,3047,14100,22100
227,3102,14160,22160
227,3167,14220,22220
227,3221,14280,22280
230,3274,14340,22340
230,3330,14400,22400
230,3382,14460,22460
233,3441,14520,22520
233,3490,14580,22580
233,3542,14640,22640
237,3596,14700,22700
237,3647,14760,22760
237,3696,14820,22820
237,3741,14880,22880
240,3779,14940,22940
240,3825,15000,23000
240,3876,15060,23060
243,3919,15120,23120
243,3964,15180,23180
243,4005,15240,23240
243,4057,15300,23300
246,4107,15360,23360
246,4149,15420,23420
246,4193,15480,23480
249,4238,15540,23540
249,4290,15600,23600
249,4334,15660,23660
253,4396,15720,23720
253,4434,15780,23780
253,4472,15840,23840
253,4516,15900,23900
256,4550,15960,23960
256,4604,16020,24020
256,4662,16080,24080
259,4713,16140,24140
259,4735,16200,24200
259,4783,16260,24260
259,4830,16320,24320
262,4873,16380,24380
262,4920,16440,24440
262,4957,16500,24500
266,4990,16560,24560
266,5037,16620,24620
266,5097,16680,24680
269,5140,16740,24740
269,5192,16800,24800
269,5243,16860,24860
269,5294,16920,24920
272,5335,16980,24980
272,5375,17040,25040
272,5410,17100,25100
275,5453,17160,25160
275,5482,17220,25220
275,5513,17280,25280
275,5545,17340,25340
279,5584,17400,25400
279,5640,17460,25460
279,5682,17520,25520
282,5714,17580,25580
282,5761,17640,25640
282,5798,17700,25700
285,5823,17760,25760
285,5867,17820,25820
285,5897,17880,25880
285,5921,17940,25940
288,5933,18000,26000
288,5966,18060,26060
288,6000,18120,26120
292,6043,18180,26180
292,6055,18240,26240
292,6073,18300,26300
292,6103,18360,26360
295,6138,18420,26420
295,6163,18480,26480
295,6185,18540,26540
298,6215,18600,26600
298,6234,18660,26660
298,6266,18720,26720
301,6282,18780,26780
301,6331,18840,26840
301,6359,18900,26900
301,6382,18960,26960
305,6416,19020,27020
305,6431,19080,27080
305,6456,19140,27140
308,6463,19200,27200
308,6479,19260,27260
308,6501,19320,27320
308,6541,19380,27380
311,6549,19440,27440
311,6557,19500,27500
311,6573,19560,27560
314,6584,19620,27620
314,6606,19680,27680
314,6627,19740,27740
318,6649,19800,27800
318,6661,19860,27860
318,6667,19920,27920
318,6673,19980,27980
